,doi,pmid,text,link,label1
1489,10.1016/j.physbeh.2017.01.023,28089706,"Go to:AbstractNew methods, derived from animal work, for measuring food reward value (i.e. reinforcing value of food), and motivation (i.e. strength of desire) to consume, in humans are described and validated. A sipping device (sipometer) was developed that permits access to a liquid food or beverage on two reward schedules: continuous reinforcement (CR) and progressively increasing time spent exerting pressure on a straw (PR-schedule). In addition, a pictorial scale showing a cup, from which the ‘amount wanted’ could be marked was used to pre-test potential consumption. Intake, time spent sipping, breakpoint, and pressure exerted were the main dependent variables measured. Three pilot experiments were conducted. In Experiment 1, participants (n = 8) consumed yogurt shakes after a 1-h or 21-h food deprivation period on both schedules. In Experiment 2, participants (n = 8) sham-consumed (i.e. spit out) sweet and non-sweet beverages, utilizing both schedules. In Experiment 3, sham-consuming sweet and non-sweet beverages on both schedules and working for shake on the PR schedule were repeated, after three nights of either habitual sleep or short sleep duration (n = 7) in a crossover design. In Experiment 1, participants sipped longer after 21-h vs. 1-h of food deprivation (13 ± 3.0 vs. 8.0 ± 2.1 s; p = 0.04), on the PR schedule. In Experiment 2, sham-intake (p = 0.01) and sipping time (p = 0.04) were greater for sweet than non-sweet beverages on the PR schedule and a similar, though not conventionally significant, effect was observed for exerted pressure (p = 0.09). In both Experiment 2 and Experiment 3 after habitual sleep, on the PR schedule, cumulative pressure difference between sweet and non-sweet beverage increased with difference in amount wanted in the taste test. In contrast, after short sleep participants were less willing to work for sweet taste as their wanting increased, suggesting that sleep deprivation raises desire, but lowers behavioral output. Taken together these results demonstrate that the sipometer and associated ratings are reliable and useful measures of motivation to consume and reward value in humans. Participants were more motivated to obtain access to sweet beverages, especially when these were better liked than to obtain access to non-sweet beverages.Keywords: Reward, Reinforcing value, Motivation, Consummatory behavior, Liking wanting",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5769686/,abstract
1490,10.1038/s41598-017-10911-z,28894147,"Go to:AbstractExcess accumulation of phenylalanine is the characteristic of untreated Phenylketonuria (PKU), a well-known genetic abnormality, which triggers several neurological, physical and developmental severities. However, the fundamental mechanism behind the origin of such diverse health problems, particularly the issue of how they are related to the build-up of phenylalanine molecules in the body, is largely unknown. Here, we show cross-seeding ability of phenylalanine fibrils that can effectively initiate an aggregation process in proteins under physiological conditions, converting native protein structures to β-sheet assembly. The resultant fibrils were found to cause severe hemolysis, yielding a plethora of deformed erythrocytes that is highly relevant to phenylketonuria. Unique arrangement of zwitterionic phenylalanine molecules in their amyloid-like higher order entities is predicted to promote both hydrophobic and electrostatic interaction, sufficient enough to trap proteins and to preferentially interact with the membrane components of RBCs. Since the prevalence of hemolysis and amyloid related psychoneurological severities are mostly observed in PKU patients, we propose that the inherent property of phenylalanine fibrils to trigger hemolysis and to induce protein aggregation may have direct relevance to the disease mechanism of PKU.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5593866/,abstract
1491,10.5001/omj.2019.59,31360317,"Go to:AbstractObjectivesWe sought to determine the prevalence of inborn errors of metabolism (IEM) in children with unexplained developmental delay and their types.MethodsWe conducted a cross-sectional study in Misan, Iraq, over a period of one year. A total of 112 infants with unexplained developmental delay were included in the study, and the required information was taken from their parents by direct interview. Tandem mass spectrometry (MS/MS) was done in collaboration with MedLabs’ Referral Laboratory in Amman, Jordan.ResultsTwenty (17.9%) cases had abnormal MS/MS. Disorders of amino acid metabolism represented the majority of IEM (10 cases) in which phenylketonuria and maple syrup urine disease were the most common (found in five cases each). Organic and fatty acid metabolisms were found in five and two cases, respectively. Most cases of IEM had a positive family history and consanguinity, however, family history was the only significant factor (p < 0.001).ConclusionsA high rate of IEM was detected in children with unexplained developmental delay in Misan. A high clinical suspicion with positive family history and consanguinity supported by the MS/MS results played an essential role in the diagnosis. However, implementation of newborn screening is essential for early diagnosis and to determine appropriate therapy in newborns with IEM in Iraq generally and in Misan in particular.Keywords:  Metabolic Diseases, Mass Spectrometry, Newborn Screening",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6642708/,abstract
1492,10.1210/er.2015-1116,27035557,"Go to:AbstractTo date, more than 30 genes have been linked to monogenic diabetes. Candidate gene and genome-wide association studies have identified > 50 susceptibility loci for common type 1 diabetes (T1D) and approximately 100 susceptibility loci for type 2 diabetes (T2D). About 1–5% of all cases of diabetes result from single-gene mutations and are called monogenic diabetes. Here, we review the pathophysiological basis of the role of monogenic diabetes genes that have also been found to be associated with common T1D and/or T2D. Variants of approximately one-third of monogenic diabetes genes are associated with T2D, but not T1D. Two of the T2D-associated monogenic diabetes genes—potassium inward-rectifying channel, subfamily J, member 11 (KCNJ11), which controls glucose-stimulated insulin secretion in the β-cell; and peroxisome proliferator-activated receptor γ (PPARG), which impacts multiple tissue targets in relation to inflammation and insulin sensitivity—have been developed as major antidiabetic drug targets. Another monogenic diabetes gene, the preproinsulin gene (INS), is unique in that INS mutations can cause hyperinsulinemia, hyperproinsulinemia, neonatal diabetes mellitus, one type of maturity-onset diabetes of the young (MODY10), and autoantibody-negative T1D. Dominant heterozygous INS mutations are the second most common cause of permanent neonatal diabetes. Moreover, INS gene variants are strongly associated with common T1D (type 1a), but inconsistently with T2D. Variants of the monogenic diabetes gene Gli-similar 3 (GLIS3) are associated with both T1D and T2D. GLIS3 is a key transcription factor in insulin production and β-cell differentiation during embryonic development, which perturbation forms the basis of monogenic diabetes as well as its association with T1D. GLIS3 is also required for compensatory β-cell proliferation in adults; impairment of this function predisposes to T2D. Thus, monogenic forms of diabetes are invaluable “human models” that have contributed to our understanding of the pathophysiological basis of common T1D and T2D.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4890265/,abstract
1493,10.2147/CLEP.S179083,31372058,"Go to:AbstractDenmark has a large network of population-based medical databases, which routinely collect high-quality data as a by-product of health care provision. The Danish medical databases include administrative, health, and clinical quality databases. Understanding the full research potential of these data sources requires insight into the underlying health care system. This review describes key elements of the Danish health care system from planning and delivery to record generation. First, it presents the history of the health care system, its overall organization and financing. Second, it details delivery of primary, hospital, psychiatric, and elderly care. Third, the path from a health care contact to a database record is followed. Finally, an overview of the available data sources is presented. This review discusses the data quality of each type of medical database and describes the relative technical ease and cost-effectiveness of exact individual-level linkage among them. It is shown, from an epidemiological point of view, how Denmark’s population represents an open dynamic cohort with complete long-term follow-up, censored only at emigration or death. It is concluded that Denmark’s constellation of universal health care, long-standing routine registration of most health and life events, and the possibility of exact individual-level data linkage provides unlimited possibilities for epidemiological research.Keywords: health care sector, political systems, population health, registries, epidemiology",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6634267/,abstract
1494,10.1136/archdischild-2016-311271,29054862,"Go to:AbstractIntroductionGlobal developmental delay (GDD) affects 1%–3% of the population of children under 5 years of age, making it one of the most common conditions presenting in paediatric clinics; causes are exogenous, genetic (non-metabolic) or genetic (metabolic). Recent advances in biotechnology and genetic testing mean that the investigations available to perform for children under 5 years are increasing and are more sensitive than previously. This change in availability and type of testing necessitates an update in the recommendations for investigating GDD.MethodsWe conducted a review of the literature from 2006 to 2016 to identify articles with evidence relating to the investigation of developmental delay in children under the age of 5 years. We collated the evidence into first-line and second-line investigations and, where available, on their yield and cost implications.ResultsWe have provided up-to-date guidance for first-line and second-line investigations for children with GDD under the age of 5 years. Recent evidence demonstrates that genetic testing for all children with unexplained GDD should be first line, if an exogenous cause is not already established. Our review of the literature demonstrates that all patients, irrespective of severity of GDD, should have investigations for treatable conditions. Evidence demonstrates that the yield for treatable conditions is higher than previously thought and that investigations for these metabolic conditions should be considered as first line. Additional second-line investigations can be led by history, examination and developmental trajectories.DiscussionWe may need to update present recommendations in the UK for investigation of developmental delay. This would include microarray testing as first line and a more thorough approach to investigations for metabolic disorders that can be treated. Clinical assessment remains vital for guiding investigations.Keywords: neurodevelopment, genetics, neurodisability",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5738593/,abstract
1495,10.1186/s13023-015-0251-8,25887186,"Go to:AbstractBackgroundBecause of their individual rarity, genetic diseases and other types of rare diseases are under-represented in healthcare coding systems; this contributes to a lack of ascertainment and recognition of their importance for healthcare planning and resource allocation, and prevents clinical research from being performed.MethodsOrphanet was given the task to develop an inventory of rare diseases and a classification system which could serve as a template to update International terminologies. When the World Health Organization (WHO) launched the revision process of the International Classification of Diseases (ICD), a Topic Advisory Group for rare diseases was established, managed by Orphanet and funded by the European Commission.ResultsSo far 5,400 rare diseases listed in the Orphanet database have an endorsed representation in the foundation layer of ICD-11, and are thus provided with a unique identifier in the Beta version of ICD-11, which is 10 times more than in ICD10. A rare disease linearization is also planned. The current beta version is open for public consultation and comments, and to be used for field testing. The adoption by the World Health Assembly is planned for 2017.ConclusionsThe overall revision process was carried out with very limited means considering its scope, ambition and strategic significance, and experienced significant hurdles and setbacks. The lack of funding impacted the level of professionalism that could be attained. The contrast between the initially declared goals and the currently foreseen final product is disappointing. In the context of uncertainty around the outcome of the field testing and the potential willingness of countries to adopt this new version, the European Commission Expert Group on Rare Diseases adopted in November 2014 a recommendation for health care coding systems to consider using ORPHA codes in addition to ICD10 codes for rare diseases having no specific ICD10 codes. The Orphanet terminology, classifications and mappings with other terminologies are freely available at www.orphadata.org.Keywords: Rare diseases, Classification, Coding system",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4377208/,abstract
1496,10.3389/fpsyt.2015.00085,26089803,"Go to:AbstractIntellectual disability (ID), previously known as mental retardation, affects 3% of the population and remains without pharmacological treatment. ID is characterized by impaired general mental abilities associated with defects in adaptive function in which onset occurs before 18 years of age. Genetic factors are increasing and being recognized as the causes of severe ID due to increased use of genome-wide screening tools. Unfortunately drug discovery for treatment of ID has not followed the same pace as gene discovery, leaving clinicians, patients, and families without the ability to ameliorate symptoms. Despite this, several model organisms have proven valuable in developing and screening candidate drugs. One such model organism is the fruit fly Drosophila. First, we review the current understanding of memory in human and its model in Drosophila. Second, we describe key signaling pathways involved in ID and memory such as the cyclic adenosine 3′,5′-monophosphate (cAMP)–cAMP response element binding protein (CREB) pathway, the regulation of protein synthesis, the role of receptors and anchoring proteins, the role of neuronal proliferation, and finally the role of neurotransmitters. Third, we characterize the types of memory defects found in patients with ID. Finally, we discuss how important insights gained from Drosophila learning and memory could be translated in clinical research to lead to better treatment development.Keywords: intellectual disability, Drosophila, learning, memory, fragile X, clinical trials",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453272/,abstract
1497,10.2105/AJPH.2014.302289,25393173,"Go to:AbstractThe Affordable Care Act requires many health plans to provide coverage for certain recommended clinical preventive services without charging copays or deductible payments. This provision could lead to greater uptake of many services that can improve health and save lives. Although the coverage provision is broad, there are many caveats that also apply. It is important for providers and public health professionals to understand the nuances of the coverage rules to help maximize their potential to improve population health.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4265933/,abstract
1498,,27057188,"Go to:AbstractObjectiveWe aimed to assess the effect of body mass index (BMI) on reducing the risk of refractory seizure due to lipoid tissue factors.Materials & MethodsThis matched case-control study, consisted of cases (Patients with refractory epilepsy) and controls (Healthy children) referred to 17 Shahrivar Hospital, Guilan University of Medical Sciences, Guilan, Iran during 2013-2014. Data were gathered by a form including demographic characteristics, type of epilepsy, predominant time of epilepsy, therapeutic approach, frequency of epilepsy, time of disease onset and anthropometric indices. We measured anthropometric indices and transformed them into Z-scores. Data were reported by descriptive statistics (mean and standard deviation) and analyzed by Pearson correlation coefficient, paired t test and multinomial regression analysis test using SPSS 19.ResultsThere was no significant difference between sex groups regarding anthropometric indices. Generalized and focal types of epilepsies were noted on 57.5% and 38.75% of patients, respectively. Daytime epilepsies happened in 46.25% of patients and 33.75% noted no predominant time for epilepsies. Clinicians indicated poly-therapy for the majority of patients (92.5%). The most common onset times for epilepsies were 36-72 months for 32.5% of patients. Lower onset time indicated lower frequency of refractory epilepsies. Although, there was significant difference between Zheight and predominant time of epilepsies but no significant relation was found between types of epilepsies and frequency of epilepsies with anthropometric indices. Using multivariate regression analysis by backward LR, Zweight and birth weight were noted as the predicting factors of refractory epilepsies.ConclusionThis effect may be because of leptin. Therefore, researchers recommend further investigations regarding this issue in children with epilepsy.Key Words: Anthropometric indices, Obesity, Epilepsy, Children",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4815487/,abstract
1499,,25392440,"Go to:AbstractQuestion I have a pregnant patient who regularly consumes sugar substitutes and she asked me if continuing their use would affect her pregnancy or child. What should I tell her, and are there certain options that are better for use during pregnancy?Answer Although more research is required to fully determine the effects of in utero exposure to sugar substitutes, the available data do not suggest adverse effects in pregnancy. However, it is recommended that sugar substitutes be consumed in moderate amounts, adhering to the acceptable daily intake standards set by regulatory agencies.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4229159/,abstract
1500,10.1111/bph.13202,26014146,"Go to:AbstractBackground and Purpose6R-L-erythro-5,6,7,8-tetrahydrobiopterin (BH4) is an essential cofactor for nitric oxide biosynthesis. Substantial clinical evidence indicates that intravenous BH4 restores vascular function in patients. Unfortunately, oral BH4 has limited efficacy. Therefore, orally bioavailable pharmacological activators of endogenous BH4 biosynthesis hold significant therapeutic potential. GTP-cyclohydrolase 1 (GCH1), the rate limiting enzyme in BH4 synthesis, forms a protein complex with GCH1 feedback regulatory protein (GFRP). This complex is subject to allosteric feed-forward activation by L-phenylalanine (L-phe). We investigated the effects of L-phe on the biophysical interactions of GCH1 and GFRP and its potential to alter BH4 levels in vivo.Experimental ApproachDetailed characterization of GCH1–GFRP protein–protein interactions were performed using surface plasmon resonance (SPR) with or without L-phe. Effects on systemic and vascular BH4 biosynthesis in vivo were investigated following L-phe treatment (100 mg·kg−1, p.o.).Key ResultsGCH1 and GFRP proteins interacted in the absence of known ligands or substrate but the presence of L-phe doubled maximal binding and enhanced binding affinity eightfold. Furthermore, the complex displayed very slow association and dissociation rates. In vivo, L-phe challenge induced a sustained elevation of aortic BH4, an effect absent in GCH1(fl/fl)-Tie2Cre mice.Conclusions and ImplicationsBiophysical data indicate that GCH1 and GFRP are constitutively bound. In vivo, data demonstrated that L-phe elevated vascular BH4 in an endothelial GCH1 dependent manner. Pharmacological agents which mimic the allosteric effects of L-phe on the GCH1–GFRP complex have the potential to elevate endothelial BH4 biosynthesis for numerous cardiovascular disorders.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4543619/,abstract
1501,10.1007/s12687-015-0217-5,25666434,"Go to:AbstractThis paper reviews the health situation and developments in medical genetics and bioethics in Latin America, with a focus on Argentina. The region is the most inequitable in the world, with an average Gini Index of 52.5 and 25 % of the population living in poverty. Health expenditures are low and health systems are fragmented and privatised, with curtailed governmental responsibility and regulation. Health-care decision making is mostly in the hands of private insurance corporations and the medical-industrial complex, so that what is (or is not) covered by health plans is arbitrary and determined by the market and not by population health needs. This inequity and the lack of meaningful governmental intervention in the provision of health care, including genetic services, are at the heart of the bioethical dilemmas in Latin America. It is not surprising, therefore, that bioethics in the region has developed an approach grounded in social justice, equity and human rights as guiding principles, in contrast to the individualism espoused by Anglo-Saxon bioethics. The main ethical issues identified in genetics in Latin America are (1) inequity in access to genetic services, particularly in prenatal diagnosis, (2) genetic discrimination and (3) the lack of adherence to internationally accepted requisites of clinical validity and utility for diagnostic and predictive genetic testing. In this context, there is a risk that the impressive advances in genetics/genomics occurring in developed countries may fail to improve the public’s health and deepen inequity, with the implementation of expensive genetic technologies of unproven validity.Keywords: Bioethics and genetics, Public health, Genetic services, Equity, Latin America, Argentina",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4524838/,abstract
1502,,29398747,"Go to:AbstractBackground:The highly effective medications in treating attention deficit hyperactivity disorder (ADHD) symptoms are stimulants like methylphenidate. However, they have adverse effects like reduced appetite. We investigated the effects of folic acid on reduced appetite caused by the use of methylphenidate in children with ADHD.Methods:This randomized double-blind clinical trial evaluated 70 outpatients, aged between 6 and 12 years, with a diagnosis of ADHD. The children were recruited from the Outpatient Child and Adolescent Psychiatric Clinic of Golestan Hospital (Ahwaz, Iran) between 2016 and 2017. The study subjects were randomly assigned to 2 groups: Group 1 received an average dose of methylphenidate (1 mg/kg) plus folic acid (5 mg/d) and Group 2 received an average dose of methylphenidate (1 mg/kg) plus a placebo (5 mg of sucrose) for 8 weeks. Assessments, comprising the Conners Parent Questionnaire, anthropometric measurements, and appetite questionnaire, were conducted by a psychiatrist at baseline and then at 2, 4, 6, and 8 weeks after the medication was started using repeated measure analysis. The data were analyzed with the Mann–Whitney U and ANOVA tests using the SPSS statistical software (v. 18.0).Results:Age and gender were not associated with the groups. Weight, height, and the body mass index were not changed during the study in both groups. ADHD symptoms significantly decreased in both groups during the trial; however, no difference was observed between the groups. Moreover, appetite was significantly improved in Group 1. Both medications were well tolerated.Conclusion:It seems that folic acid improved the reduced appetite caused by the use of methylphenidate in our children with ADHD. Trial Registration Number: IRCT2016040927304N1Keywords: Attention deficit disorder with hyperactivity, Methylphenidate, Folic acid, Clinical trial, Appetite",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5776000/,abstract
1503,10.1074/jbc.M115.679068,26546682,"Go to:AbstractWe performed untargeted metabolomics in plasma of B6 mice with experimental autoimmune encephalitis (EAE) at the chronic phase of the disease in search of an altered metabolic pathway(s). Of 324 metabolites measured, 100 metabolites that mapped to various pathways (mainly lipids) linked to mitochondrial function, inflammation, and membrane stability were observed to be significantly altered between EAE and control (p < 0.05, false discovery rate <0.10). Bioinformatics analysis revealed six metabolic pathways being impacted and altered in EAE, including α-linolenic acid and linoleic acid metabolism (PUFA). The metabolites of PUFAs, including ω-3 and ω-6 fatty acids, are commonly decreased in mouse models of multiple sclerosis (MS) and in patients with MS. Daily oral administration of resolvin D1, a downstream metabolite of ω-3, decreased disease progression by suppressing autoreactive T cells and inducing an M2 phenotype of monocytes/macrophages and resident brain microglial cells. This study provides a proof of principle for the application of metabolomics to identify an endogenous metabolite(s) possessing drug-like properties, which is assessed for therapy in preclinical mouse models of MS.Keywords: autoimmune disease, inflammation, metabolism, metabolomics, multiple sclerosis, neuroinflammation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4692201/,abstract
1505,10.2147/OTT.S104691,27274282,"Go to:AbstractIn the past few years, nanomaterial-based drug delivery systems have been applied to enhance the efficacy of therapeutics and to alleviate negative effects through the controlled delivery of targeting and releasing agents. However, few drug carriers can achieve high targeting efficacy, even when targeting modalities and surface markers are introduced. Immunological problems have also limited their wide applications. Biological drug delivery systems, such as erythrocytes, platelets, and albumin, have been extensively investigated because of their unique properties. In this review, erythrocytes, platelets, and albumin are described as efficient drug delivery systems. Their properties, applications, advantages, and limitations in disease treatment are explained. This review confirms that these systems can be used to facilitate a specific, biocompatible, and smart drug delivery.Keywords: albumin, biological drug delivery systems, erythrocyte, platelet",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4876107/,abstract
1507,10.1007/s12687-018-0361-9,29504050,"Go to:AbstractThis study examines the interface between newborn screening and prenatal diagnosis from the point-of-view of parents of screen-positive children. Many conditions covered by newborn screening represent classic (autosomal recessive) Mendelian disorders. Parents of screen-positive infants therefore often come to learn that they are carriers of the disease, and face a decision whether to test for it in future pregnancies. Semi-structured interviews were conducted in 2015–2017 with 34 Israeli parents whose child was screen positive. Three major themes emanated from the parents’ attitudes toward prenatal testing for the disease in prospective hypothetical pregnancies: rejection of prenatal testing for the disease associated with the screen positive, and relying instead on newborn screening to reveal if a future baby is also sick (18/34, 53%); support of prenatal testing to get more information (7/34, 21%) and support of prenatal testing in order to abort in case of a test positive (9/34, 26%). We discuss the importance of newborn screening for reproductive decision-making, highlighting the arguments associated with positive and negative parental views of the possibility of having another child with the same condition associated with the screen-positive of the child that had already been born. The conclusions challenge the common assertion that parents pursue the dream of the “perfect child” through prenatal diagnosis that “naturally” leads to selective abortion. The diversity of views expressed by Israeli parents of screen-positive children highlights the diversity of normative scripts of “genetic responsibility” in the context of parenthood.Keywords: Israel, Newborn screening, Prenatal genetic diagnosis, Disability, Reproductive decisions",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6325039/,abstract
1508,10.1038/s41467-017-00047-z,28638095,"Go to:AbstractAchieving spatiotemporal control of molecular self-assembly associated with actuation of biological functions inside living cells remains a challenge owing to the complexity of the cellular environments and the lack of characterization tools. We present, for the first time, the organelle-localized self-assembly of a peptide amphiphile as a powerful strategy for controlling cellular fate. A phenylalanine dipeptide (FF) with a mitochondria-targeting moiety, triphenyl phosphonium (Mito-FF), preferentially accumulates inside mitochondria and reaches the critical aggregation concentration to form a fibrous nanostructure, which is monitored by confocal laser scanning microscopy and transmission electron microscopy. The Mito-FF fibrils induce mitochondrial dysfunction via membrane disruption to cause apoptosis. The organelle-specific supramolecular system provides a new opportunity for therapeutics and in-depth investigations of cellular functions.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5479829/,abstract
1509,10.1038/nchem.2058,25343606,"Go to:AbstractOligonucleotide-based receptors or aptamers can interact with small molecules, but the ability to achieve high-affinity and selectivity of these interactions depends strongly on functional groups or epitopes displayed by the binding targets. Some classes of targets are particularly challenging: for example, monosaccharides have scarce functionalities and no aptamers have been reported to recognize, let alone distinguish from each other, glucose and other hexoses. Here we report aptamers that differentiate low-epitope targets such as glucose, fructose, or galactose by forming ternary complexes with high-epitope organic receptors for monosaccharides. In a follow-up example, we expand this method to isolate high-affinity oligonucleotides against aromatic amino acids complexed in situ with a non-specific organometallic receptor. The method is general and enables broad clinical use of aptamers for detection of small molecules in mix-and-measure assays, as demonstrated by monitoring postprandial waves of phenylalanine in human subjects.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4339820/,abstract
1510,10.1155/2018/6352919,29511574,"Go to:AbstractIntroduction Management of phenylketonuria (PKU) is achieved through low-phenylalanine (Phe) diet, supplemented with low-protein food and mixture of free-synthetic (FS) amino acid (AA). Casein glycomacropeptide (CGMP) is a natural peptide released in whey during cheese-making and does not contain Phe. Lacprodan® CGMP-20 used in this study contained a small amount of Phe due to minor presence of other proteins/peptides. Objective The purpose of this study was to compare absorption of CGMP-20 to FSAA with the aim of evaluating short-term effects on plasma AAs as well as biomarkers related to food intake. Methods This study included 8 patients, who had four visits and tested four drink mixtures (DM1–4), consisting of CGMP, FSAA, or a combination. Plasma blood samples were collected at baseline, 15, 30, 60, 120, and 240 minutes (min) after the meal. AA profiles and ghrelin were determined 6 times, while surrogate biomarkers were determined at baseline and 240 min. A visual analogue scale (VAS) was used for evaluation of taste and satiety. Results The surrogate biomarker concentrations and VAS scores for satiety and taste were nonsignificant between the four DMs, and there were only few significant results for AA profiles (not Phe). Conclusion CGMP and FSAA had the overall same nonsignificant short-term effect on biomarkers, including Phe. This combination of FSAA and CGMP is a suitable supplement for PKU patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817308/,abstract
1511,10.1002/14651858.CD010331.pub2,28160271,"Go to:AbstractBackgroundHospitalised newborn neonates frequently undergo painful invasive procedures that involve penetration of the skin and other tissues by a needle. One intervention that can be used prior to a needle insertion procedure is application of a topical local anaesthetic.ObjectivesTo evaluate the efficacy and safety of topical anaesthetics such as amethocaine and EMLA in newborn term or preterm infants requiring an invasive procedure involving puncture of skin and other tissues with a needle.Search methodsWe searched the Cochrane Central Register of Controlled Trials (CENTRAL), PubMed, Embase and CINAHL up to 15 May 2016; previous reviews including cross‐references, abstracts, and conference proceedings. We contacted expert informants. We contacted authors directly to obtain additional data. We imposed no language restrictions.Selection criteriaRandomised, quasi‐randomised controlled trials, and cluster and cross‐over randomised trials that compared the topical anaesthetics amethocaine and eutectic mixture of local anaesthetics (EMLA) in terms of anaesthetic efficacy and safety in newborn term or preterm infants requiring an invasive procedure involving puncture of skin and other tissues with a needleData collection and analysisFrom the reports of the clinical trials we extracted data regarding clinical outcomes including pain, number of infants with methaemoglobin level 5% and above, number of needle prick attempts prior to successful needle‐related procedure, crying, time taken to complete the procedure, episodes of apnoea, episodes of bradycardia, episodes of oxygen desaturation, neurodevelopmental disability and other adverse events.Main resultsEight small randomised controlled trials met the inclusion criteria (n = 506). These studies compared either EMLA and placebo or amethocaine and placebo. No studies compared EMLA and amethocaine. We were unable to meta‐analyse the outcome of pain due to differing outcome measures and methods of reporting. For EMLA, two individual studies reported a statistically significant reduction in pain compared to placebo during lumbar puncture and venepuncture. Three studies found no statistical difference between the groups during heel lancing. For amethocaine, three studies reported a statistically significant reduction in pain compared to placebo during venepuncture and one study reported a statistically significant reduction in pain compared to placebo during cannulation. One study reported no statistical difference between the two groups during intramuscular injection.One study reported no statistical difference between EMLA and the placebo group for successful venepuncture at first attempt. One study similarly reported no statistically significant difference between Amethocaine and the placebo group for successful cannulation at first attempt.Risk for local redness, swelling or blanching was significantly higher with EMLA (typical risk ratio (RR) 1.65, 95% confidence interval (CI) 1.24 to 2.19; typical risk difference (RD) 0.17, 95% CI 0.09 to 0.26; n = 272; number needed to treat for an additional harmful outcome (NNTH) 6, 95% CI 4 to 11; I2 = 92% indicating considerable heterogeneity) although not for amethocaine (typical RR 2.11, 95% CI 0.72 to 6.16; typical RD 0.05, 95% CI ‐0.02 to 0.11, n = 221). These local skin reactions for EMLA and amethocaine were reported as short‐lasting. Two studies reported no methaemoglobinaemia with single application of EMLA. The quality of the evidence on outcomes assessed according to GRADE was low to moderate.Authors' conclusionsOverall, all the trials were small, and the effects of uncertain clinical significance. The evidence regarding the effectiveness or safety of the interventions studied is inadequate to support clinical recommendations. There has been no evaluation regarding any long‐term effects of topical anaesthetics in newborn infants.High quality studies evaluating the efficacy and safety of topical anaesthetics such as amethocaine and EMLA for needle‐related pain in newborn term or preterm infants are required. These studies should aim to determine efficacy of these topical anaesthetics and on homogenous groups of infants for gestational age. While there was no methaemoglobinaemia in the studies that reported methaemoglobin, the efficacy and safety of EMLA, especially in very preterm infants, and for repeated application, need to be further evaluated in future studies.Keywords: Humans, Infant, Newborn, Anesthesia, Local, Anesthesia, Local/adverse effects, Anesthesia, Local/methods, Anesthetics, Local, Anesthetics, Local/administration & dosage, Anesthetics, Local/adverse effects, Catheterization, Catheterization/adverse effects, Drug Combinations, Infant, Premature, Needles, Pain, Pain/etiology, Pain/prevention & control, Pain Measurement, Phlebotomy, Phlebotomy/adverse effects, Punctures, Punctures/adverse effects, Randomized Controlled Trials as Topic, Spinal Puncture, Spinal Puncture/adverse effects, Tetracaine, Tetracaine/administration & dosage",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464546/,abstract
1512,10.1111/petr.12741,27329540,"Go to:AbstractLiver transplantation is an effective therapeutic option for a variety of inborn errors of metabolism. This approach can significantly improve the quality of life of patients who suffer from severe disease manifestations and/or life-threatening metabolic decompensations despite medical/dietary management. Due to the significant risks for systemic complications from surgical stressors, careful perioperative management is vital. Even after liver transplantation, some disorders require long-term dietary restriction, medical management, and monitoring of metabolites. Successful liver transplant for these complex disorders can be achieved with disease and patient-specific strategies using a multidisciplinary approach. In this article, we review indications, complications, perioperative management and long-term follow up recommendations for inborn errors of metabolism that are treatable with liver transplantation.Keywords: Pediatric liver transplantation, inborn errors of metabolism, long-term follow up, perioperative management",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5142218/,abstract
